the,40
to,22
of,20
have,11
is,10
in,7
for,7
rail,6
it,6
that,6
are,6
train,5
those,5
who,5
but,5
be,5
should,5
strikes,5
operators,4
by,4
on,4
commuters,4
will,4
they,4
passengers,4
can,3
fares,3
has,3
network,3
this,3
year,3
an,3
may,3
service,3
if,3
with,3
britain,2
increase,2
passenger,2
cost,2
rises,2
burden,2
use,2
work,2
or,2
than,2
well,2
measure,2
inflation,2
and,2
running,2
car,2
from,2
stockbroker,2
there,2
face,2
must,2
endure,2
however,2
also,2
worst,2
now,2
unions,2
been,2
compensation,2
suffered,2
change,2
when,2
services,2
railways,2
more,2
investment,2
not,2
nationalisation,2
paragraph,2
how,1
possibly,1
justify,1
yet,1
another,1
become,1
grimly,1
reliable,1
annual,1
ritual,1
every,1
january,1
travelling,1
imposing,1
significant,1
extra,1
no,1
option,1
get,1
otherwise,1
rise,1
average,1
per,1
cent,1
fraction,1
lower,1
last,1
still,1
above,1
official,1
consumer,1
price,1
index,1
cpi,1
successive,1
governments,1
permitted,1
such,1
increases,1
grounds,1
investing,1
borne,1
rather,1
general,1
taxpayer,1
why,1
argument,1
goes,1
driving,1
pensioner,1
lincolnshire,1
subsidise,1
daily,1
commute,1
surrey,1
equally,1
sense,1
travails,1
south,1
east,1
many,1
whom,1
among,1
biggest,1
received,1
too,1
much,1
attention,1
compared,1
relatively,1
poor,1
infrastructure,1
midlands,1
north,1
over,1
past,1
months,1
experienced,1
some,1
years,1
all,1
very,1
trumpeting,1
improvements,1
making,1
able,1
expect,1
basic,1
level,1
substantial,1
sums,1
paying,1
travel,1
responsibility,1
latest,1
wave,1
rests,1
strong,1
case,1
affected,1
industrial,1
action,1
receive,1
disruption,1
government,1
pledged,1
law,1
introduce,1
minimum,1
requirement,1
so,1
even,1
occur,1
continue,1
operate,1
form,1
part,1
wider,1
package,1
measures,1
address,1
long,1
problems,1
yes,1
needed,1
willing,1
pay,1
indefinitely,1
cramped,1
unreliable,1
interrupted,1
regular,1
chaos,1
timetables,1
changed,1
planned,1
maintenance,1
managed,1
incompetently,1
threat,1
seen,1
off,1
return,1
vengeance,1
justified,1
anger,1
addressed,1
short,1
order,1
author,1
holds,1
kept,1
pace,1
remains,1
unreasonable,1
big,1
surprise,1
ease,1
used,1
stand,1
local,1
investors,1
ordinary,1
taxpayers,1
drivers,1
travellers,1
indicated,1
failed,1
provide,1
adequate,1
huge,1
losses,1
owing,1
offering,1
trying,1
repair,1
relations,1
unable,1
calm,1
down,1
loss,1
collapse,1
operations,1
ownership,1
reduction,1
revenue,1
which,1
following,1
would,1
best,1
title,1
text,1
blame,1
constant,1
complaining,1
doesn,1
ever,1
rising,1
aren,1
sustainable,1
bring,1
hope,1
