the,39
of,20
to,20
in,18
program,11
ferraro,10
that,9
indonesia,8
for,7
and,7
is,7
deforestation,6
poverty,6
study,6
may,5
its,5
as,5
ccts,5
programs,5
environment,5
says,5
has,4
money,4
people,4
are,4
reduce,4
cct,4
on,4
can,4
with,4
more,4
it,4
be,3
antipoverty,3
such,3
growth,3
alleviation,3
environmental,3
an,3
area,3
have,3
if,3
forest,3
poor,3
year,2
third,2
rate,2
one,2
or,2
get,2
care,2
inequality,2
countries,2
don,2
effects,2
because,2
economic,2
correlated,2
degradation,2
cause,2
based,2
mexico,2
traditional,2
land,2
cattle,2
see,2
rates,2
annual,2
loss,2
rice,2
supplement,2
their,2
harvests,2
this,2
other,2
transferability,2
what,2
good,2
according,2
local,2
will,2
last,1
marked,1
row,1
bleak,1
slowed,1
pace,1
reason,1
turnaround,1
country,1
started,1
phasing,1
gives,1
poorest,1
residents,1
under,1
certain,1
conditions,1
requiring,1
keep,1
kids,1
school,1
regular,1
medical,1
called,1
conditional,1
cash,1
transfers,1
these,1
social,1
assistance,1
designed,1
break,1
cycle,1
they,1
re,1
already,1
used,1
dozens,1
worldwide,1
provided,1
enough,1
food,1
medicine,1
substantially,1
severe,1
problems,1
among,1
children,1
but,1
generally,1
consider,1
fact,1
protection,1
often,1
viewed,1
conflicting,1
goals,1
paul,1
economist,1
at,1
johns,1
hopkins,1
university,1
while,1
protecting,1
sometimes,1
greater,1
however,1
those,1
correlations,1
prove,1
effect,1
only,1
previous,1
analyzing,1
causality,1
had,1
instituted,1
supported,1
view,1
there,1
got,1
some,1
them,1
cleared,1
raise,1
meat,1
do,1
not,1
negatively,1
affect,1
though,1
wanted,1
was,1
affecting,1
largest,1
tropical,1
world,1
highest,1
analyzed,1
satellite,1
data,1
showing,1
from,1
including,1
during,1
phase,1
forested,1
villages,1
across,1
provinces,1
we,1
associated,1
percent,1
reduction,1
likely,1
rural,1
using,1
makeshift,1
insurance,1
policies,1
against,1
inclement,1
weather,1
typically,1
rains,1
delayed,1
clear,1
plant,1
individuals,1
instead,1
use,1
whether,1
research,1
translates,1
elsewhere,1
anybody,1
guess,1
suggests,1
results,1
transfer,1
parts,1
asia,1
due,1
commonalities,1
importance,1
growing,1
market,1
access,1
regardless,1
shows,1
also,1
even,1
didn,1
value,1
avoided,1
just,1
carbon,1
dioxide,1
emissions,1
alone,1
than,1
costs,1
first,1
two,1
paragraphs,1
aim,1
help,1
families,1
better,1
off,1
facilitate,1
health,1
reform,1
improve,1
education,1
systems,1
lower,1
cited,1
show,1
rearing,1
been,1
major,1
means,1
livelihood,1
helped,1
preserve,1
lifestyles,1
tends,1
efforts,1
require,1
participation,1
farmers,1
his,1
about,1
intends,1
find,1
out,1
relation,1
role,1
forests,1
climate,1
change,1
acceptance,1
level,1
most,1
valuable,1
boost,1
grain,1
production,1
protect,1
regional,1
benefit,1
asian,1
text,1
centered,1
process,1
debates,1
over,1
